Dataset,Model,Period,Feature,Rank
Google,RF,17,9,2
Google,RF,17,4,2
Google,RF,17,2,2
Google,RF,17,5,2
Google,RF,18,10,1
Google,RF,18,0,2
Google,RF,18,7,2
Google,RF,18,8,3
Google,RF,18,3,3
Google,RF,18,6,3
Google,RF,18,9,3
Google,RF,18,11,3
Google,RF,18,1,3
Google,RF,18,4,3
Google,RF,18,2,3
Google,RF,18,5,3
Google,RF,19,7,1
Google,RF,19,10,2
Google,RF,19,6,2
Google,RF,19,3,3
Google,RF,19,1,3
Google,RF,19,9,3
Google,RF,19,11,3
Google,RF,19,8,3
Google,RF,19,0,3
Google,RF,19,4,3
Google,RF,19,2,3
Google,RF,19,5,3
Google,RF,20,7,1
Google,RF,20,6,2
Google,RF,20,8,3
Google,RF,20,0,3
Google,RF,20,11,3
Google,RF,20,3,3
Google,RF,20,1,3
Google,RF,20,4,3
Google,RF,20,9,3
Google,RF,20,2,3
Google,RF,20,10,3
Google,RF,20,5,3
Google,RF,21,6,1
Google,RF,21,7,2
Google,RF,21,8,2
Google,RF,21,0,2
Google,RF,21,4,2
Google,RF,21,11,2
Google,RF,21,3,2
Google,RF,21,10,2
Google,RF,21,9,2
Google,RF,21,1,2
Google,RF,21,2,2
Google,RF,21,5,2
Google,RF,22,7,1
Google,RF,22,6,2
Google,RF,22,3,2
Google,RF,22,8,3
Google,RF,22,10,3
Google,RF,22,11,3
Google,RF,22,4,3
Google,RF,22,0,3
Google,RF,22,9,3
Google,RF,22,1,3
Google,RF,22,2,3
Google,RF,22,5,3
Google,RF,23,6,1
Google,RF,23,7,2
Google,RF,23,10,3
Google,RF,23,4,3
Google,RF,23,3,3
Google,RF,23,0,3
Google,RF,23,1,3
Google,RF,23,11,3
Google,RF,23,8,3
Google,RF,23,9,3
Google,RF,23,2,3
Google,RF,23,5,3
Google,RF,24,7,1
Google,RF,24,3,2
Google,RF,24,10,2
Google,RF,24,9,2
Google,RF,24,0,2
Google,RF,24,8,2
Google,RF,24,1,2
Google,RF,24,11,2
Google,RF,24,6,2
Google,RF,24,4,2
Google,RF,24,2,2
Google,RF,24,5,2
Google,RF,25,10,1
Google,RF,25,0,2
Google,RF,25,7,2
Google,RF,25,9,2
Google,RF,25,6,2
Google,RF,25,11,2
Google,RF,25,8,3
Google,RF,25,4,3
Google,RF,25,1,4
Google,RF,25,3,4
Google,RF,25,2,4
Google,RF,25,5,4
Google,RF,26,6,1
Google,RF,26,10,1
Google,RF,26,9,2
Google,RF,26,3,2
Google,RF,26,8,2
Google,RF,26,0,2
Google,RF,26,11,2
Google,RF,26,7,2
Google,RF,26,4,2
Google,RF,26,1,2
Google,RF,26,2,2
Google,RF,26,5,2
Google,RF,27,6,1
Google,RF,27,8,2
Google,RF,27,7,3
Google,RF,27,10,4
Google,RF,27,0,4
Google,RF,27,3,4
Google,RF,27,9,4
Google,RF,27,1,4
Google,RF,27,4,4
Google,RF,27,11,4
Google,RF,27,2,4
Google,RF,27,5,4
Google,RF,28,6,1
Google,RF,28,10,2
Google,RF,28,0,3
Google,RF,28,8,3
Google,RF,28,9,3
Google,RF,28,7,3
Google,RF,28,4,3
Google,RF,28,1,3
Google,RF,28,11,3
Google,RF,28,3,3
Google,RF,28,2,3
Google,RF,28,5,3
Google,RGF,1,0,1
Google,RGF,1,7,1
Google,RGF,1,1,2
Google,RGF,1,9,3
Google,RGF,1,10,3
Google,RGF,1,3,3
Google,RGF,1,6,3
Google,RGF,1,11,3
Google,RGF,1,8,3
Google,RGF,1,2,4
Google,RGF,1,4,4
Google,RGF,1,5,4
Google,RGF,2,7,1
Google,RGF,2,3,2
Google,RGF,2,0,3
Google,RGF,2,6,4
Google,RGF,2,10,5
Google,RGF,2,4,5
Google,RGF,2,1,6
Google,RGF,2,9,6
Google,RGF,2,8,6
Google,RGF,2,2,6
Google,RGF,2,11,6
Google,RGF,2,5,6
Google,RGF,3,3,1
Google,RGF,3,6,1
Google,RGF,3,10,2
Google,RGF,3,7,2
Google,RGF,3,9,3
Google,RGF,3,0,3
Google,RGF,3,4,3
Google,RGF,3,1,3
Google,RGF,3,8,3
Google,RGF,3,11,3
Google,RGF,3,2,3
Google,RGF,3,5,3
Google,RGF,4,4,1
Google,RGF,4,10,2
Google,RGF,4,1,2
Google,RGF,4,0,2
Google,RGF,4,8,3
Google,RGF,4,6,3
Google,RGF,4,7,3
Google,RGF,4,9,4
Google,RGF,4,3,4
Google,RGF,4,11,4
Google,RGF,4,2,4
Google,RGF,4,5,4
Google,RGF,5,10,1
Google,RGF,5,0,1
Google,RGF,5,3,2
Google,RGF,5,7,2
Google,RGF,5,1,2
Google,RGF,5,6,2
Google,RGF,5,9,2
Google,RGF,5,4,3
Google,RGF,5,8,3
Google,RGF,5,11,3
Google,RGF,5,2,3
Google,RGF,5,5,3
Google,RGF,6,6,1
Google,RGF,6,7,1
Google,RGF,6,1,1
Google,RGF,6,3,2
Google,RGF,6,0,2
Google,RGF,6,10,2
Google,RGF,6,9,2
Google,RGF,6,8,2
Google,RGF,6,4,2
Google,RGF,6,11,2
Google,RGF,6,2,2
Google,RGF,6,5,2
Google,RGF,7,6,1
Google,RGF,7,1,2
Google,RGF,7,3,2
Google,RGF,7,10,2
Google,RGF,7,11,2
Google,RGF,7,0,2
Google,RGF,7,9,2
Google,RGF,7,4,2
Google,RGF,7,7,2
Google,RGF,7,8,2
Google,RGF,7,2,2
Google,RGF,7,5,2
Google,RGF,8,0,1
Google,RGF,8,10,2
Google,RGF,8,6,2
Google,RGF,8,9,2
Google,RGF,8,7,3
Google,RGF,8,8,3
Google,RGF,8,4,3
Google,RGF,8,11,3
Google,RGF,8,1,3
Google,RGF,8,3,3
Google,RGF,8,2,3
Google,RGF,8,5,3
Google,RGF,9,10,1
Google,RGF,9,7,2
Google,RGF,9,0,2
Google,RGF,9,6,2
Google,RGF,9,3,3
Google,RGF,9,9,3
Google,RGF,9,4,4
Google,RGF,9,8,4
Google,RGF,9,11,4
Google,RGF,9,1,4
Google,RGF,9,2,4
Google,RGF,9,5,4
Google,RGF,10,6,1
Google,RGF,10,3,2
Google,RGF,10,7,3
Google,RGF,10,0,3
Google,RGF,10,10,3
Google,RGF,10,4,4
Google,RGF,10,9,4
Google,RGF,10,1,4
Google,RGF,10,8,4
Google,RGF,10,11,4
Google,RGF,10,2,4
Google,RGF,10,5,4
Google,RGF,11,0,1
Google,RGF,11,3,1
Google,RGF,11,7,1
Google,RGF,11,6,2
Google,RGF,11,10,3
Google,RGF,11,1,4
Google,RGF,11,4,4
Google,RGF,11,8,4
Google,RGF,11,9,4
Google,RGF,11,11,4
Google,RGF,11,2,4
Google,RGF,11,5,4
Google,RGF,12,7,1
Google,RGF,12,10,1
Google,RGF,12,0,2
Google,RGF,12,3,2
Google,RGF,12,8,2
Google,RGF,12,6,3
Google,RGF,12,1,3
Google,RGF,12,9,3
Google,RGF,12,11,3
Google,RGF,12,4,3
Google,RGF,12,2,3
Google,RGF,12,5,3
Google,RGF,13,7,1
Google,RGF,13,10,2
Google,RGF,13,8,3
Google,RGF,13,1,3
Google,RGF,13,0,3
Google,RGF,13,3,3
Google,RGF,13,6,3
Google,RGF,13,2,3
Google,RGF,13,9,3
Google,RGF,13,11,3
Google,RGF,13,4,3
Google,RGF,13,5,3
Google,RGF,14,8,1
Google,RGF,14,0,1
Google,RGF,14,3,1
Google,RGF,14,6,1
Google,RGF,14,7,2
Google,RGF,14,4,2
Google,RGF,14,10,3
Google,RGF,14,11,3
Google,RGF,14,1,3
Google,RGF,14,9,3
Google,RGF,14,2,3
Google,RGF,14,5,3
Google,RGF,15,7,1
Google,RGF,15,0,2
Google,RGF,15,10,2
Google,RGF,15,3,2
Google,RGF,15,9,3
Google,RGF,15,6,3
Google,RGF,15,8,3
Google,RGF,15,4,3
Google,RGF,15,11,3
Google,RGF,15,1,3
Google,RGF,15,2,3
Google,RGF,15,5,3
Google,RGF,16,7,1
Google,RGF,16,3,2
Google,RGF,16,0,3
Google,RGF,16,6,3
Google,RGF,16,1,4
Google,RGF,16,10,4
Google,RGF,16,9,4
Google,RGF,16,4,4
Google,RGF,16,8,4
Google,RGF,16,2,4
Google,RGF,16,11,4
Google,RGF,16,5,4
Google,RGF,17,6,1
Google,RGF,17,3,1
Google,RGF,17,0,1
Google,RGF,17,7,1
Google,RGF,17,10,2
Google,RGF,17,1,2
Google,RGF,17,8,2
Google,RGF,17,9,2
Google,RGF,17,4,2
Google,RGF,17,11,2
Google,RGF,17,2,2
Google,RGF,17,5,2
Google,RGF,18,10,1
Google,RGF,18,3,2
Google,RGF,18,7,3
Google,RGF,18,0,3
Google,RGF,18,6,3
Google,RGF,18,8,4
Google,RGF,18,1,4
Google,RGF,18,9,4
Google,RGF,18,11,4
Google,RGF,18,4,4
Google,RGF,18,2,4
Google,RGF,18,5,4
Google,RGF,19,6,1
Google,RGF,19,7,2
Google,RGF,19,3,2
Google,RGF,19,10,2
Google,RGF,19,9,3
Google,RGF,19,1,3
Google,RGF,19,0,3
Google,RGF,19,4,3
Google,RGF,19,8,3
Google,RGF,19,11,3
Google,RGF,19,2,3
Google,RGF,19,5,3
Google,RGF,20,7,1
Google,RGF,20,3,2
Google,RGF,20,0,2
Google,RGF,20,6,2
Google,RGF,20,8,3
Google,RGF,20,1,3
Google,RGF,20,11,3
Google,RGF,20,9,3
Google,RGF,20,10,3
Google,RGF,20,4,3
Google,RGF,20,2,3
Google,RGF,20,5,3
Google,RGF,21,6,1
Google,RGF,21,0,2
Google,RGF,21,3,3
Google,RGF,21,4,3
Google,RGF,21,8,4
Google,RGF,21,10,4
Google,RGF,21,7,4
Google,RGF,21,1,4
Google,RGF,21,11,4
Google,RGF,21,9,4
Google,RGF,21,2,5
Google,RGF,21,5,5
Google,RGF,22,3,1
Google,RGF,22,7,1
Google,RGF,22,6,2
Google,RGF,22,8,3
Google,RGF,22,0,3
Google,RGF,22,10,3
Google,RGF,22,11,3
Google,RGF,22,4,3
Google,RGF,22,1,3
Google,RGF,22,9,3
Google,RGF,22,2,3
Google,RGF,22,5,3
Google,RGF,23,3,1
Google,RGF,23,7,1
Google,RGF,23,6,2
Google,RGF,23,10,3
Google,RGF,23,9,3
Google,RGF,23,0,3
Google,RGF,23,4,3
Google,RGF,23,1,3
Google,RGF,23,8,4
Google,RGF,23,11,4
Google,RGF,23,2,4
Google,RGF,23,5,4
Google,RGF,24,7,1
Google,RGF,24,3,2
Google,RGF,24,0,3
Google,RGF,24,1,3
Google,RGF,24,9,4
Google,RGF,24,4,4
Google,RGF,24,10,4
Google,RGF,24,6,4
Google,RGF,24,8,4
Google,RGF,24,11,4
Google,RGF,24,2,4
Google,RGF,24,5,4
Google,RGF,25,3,1
Google,RGF,25,0,1
Google,RGF,25,7,2
Google,RGF,25,6,3
Google,RGF,25,4,3
Google,RGF,25,1,3
Google,RGF,25,11,3
Google,RGF,25,10,3
Google,RGF,25,8,3
Google,RGF,25,9,3
Google,RGF,25,2,4
Google,RGF,25,5,4
Google,RGF,26,6,1
Google,RGF,26,3,1
Google,RGF,26,10,2
Google,RGF,26,7,3
Google,RGF,26,0,3
Google,RGF,26,9,3
Google,RGF,26,8,3
Google,RGF,26,4,3
Google,RGF,26,1,4
Google,RGF,26,11,4
Google,RGF,26,2,4
Google,RGF,26,5,4
Google,RGF,27,3,1
Google,RGF,27,6,2
Google,RGF,27,7,2
Google,RGF,27,8,3
Google,RGF,27,1,3
Google,RGF,27,10,3
Google,RGF,27,4,3
Google,RGF,27,0,3
Google,RGF,27,9,3
Google,RGF,27,11,3
Google,RGF,27,2,3
Google,RGF,27,5,3
Google,RGF,28,6,1
Google,RGF,28,3,2
Google,RGF,28,10,2
Google,RGF,28,0,2
Google,RGF,28,4,2
Google,RGF,28,8,3
Google,RGF,28,1,3
Google,RGF,28,7,3
Google,RGF,28,9,3
Google,RGF,28,11,3
Google,RGF,28,2,3
Google,RGF,28,5,3
Backblaze,LDA,1,5,1
Backblaze,LDA,1,1,2
Backblaze,LDA,1,3,3
Backblaze,LDA,1,8,3
Backblaze,LDA,1,6,3
Backblaze,LDA,1,11,4
Backblaze,LDA,1,14,5
Backblaze,LDA,1,7,5
Backblaze,LDA,1,15,5
Backblaze,LDA,1,2,5
Backblaze,LDA,1,4,5
Backblaze,LDA,1,9,5
Backblaze,LDA,1,16,5
Backblaze,LDA,1,12,5
Backblaze,LDA,1,0,5
Backblaze,LDA,1,10,5
Backblaze,LDA,1,13,5
Backblaze,LDA,2,1,1
Backblaze,LDA,2,5,2
Backblaze,LDA,2,11,3
Backblaze,LDA,2,6,4
Backblaze,LDA,2,13,4
Backblaze,LDA,2,7,5
Backblaze,LDA,2,0,6
Backblaze,LDA,2,14,7
Backblaze,LDA,2,15,7
Backblaze,LDA,2,8,7
Backblaze,LDA,2,12,7
Backblaze,LDA,2,10,7
Backblaze,LDA,2,2,7
Backblaze,LDA,2,16,7
Backblaze,LDA,2,9,7
Backblaze,LDA,2,3,8
Backblaze,LDA,2,4,9
Backblaze,LDA,3,1,1
Backblaze,LDA,3,5,2
Backblaze,LDA,3,3,3
Backblaze,LDA,3,6,4
Backblaze,LDA,3,11,5
Backblaze,LDA,3,4,5
Backblaze,LDA,3,13,6
Backblaze,LDA,3,2,7
Backblaze,LDA,3,14,7
Backblaze,LDA,3,8,7
Backblaze,LDA,3,10,7
Backblaze,LDA,3,15,7
Backblaze,LDA,3,16,7
Backblaze,LDA,3,0,7
Backblaze,LDA,3,9,7
Backblaze,LDA,3,12,7
Backblaze,LDA,3,7,7
Backblaze,LDA,4,1,1
Backblaze,LDA,4,3,2
Backblaze,LDA,4,11,3
Backblaze,LDA,4,5,4
Backblaze,LDA,4,8,5
Backblaze,LDA,4,13,6
Backblaze,LDA,4,7,6
Backblaze,LDA,4,14,6
Backblaze,LDA,4,6,7
Backblaze,LDA,4,2,7
Backblaze,LDA,4,16,7
Backblaze,LDA,4,9,7
Backblaze,LDA,4,10,7
Backblaze,LDA,4,15,7
Backblaze,LDA,4,12,7
Backblaze,LDA,4,4,7
Backblaze,LDA,4,0,7
Backblaze,LDA,5,1,1
Backblaze,LDA,5,6,2
Backblaze,LDA,5,5,2
Backblaze,LDA,5,11,2
Backblaze,LDA,5,10,2
Backblaze,LDA,5,2,3
Backblaze,LDA,5,15,3
Backblaze,LDA,5,8,3
Backblaze,LDA,5,7,3
Backblaze,LDA,5,4,3
Backblaze,LDA,5,12,3
Backblaze,LDA,5,14,3
Backblaze,LDA,5,9,3
Backblaze,LDA,5,16,3
Backblaze,LDA,5,13,3
Backblaze,LDA,5,0,3
Backblaze,LDA,5,3,3
Backblaze,LDA,6,1,1
Backblaze,LDA,6,6,2
Backblaze,LDA,6,11,3
Backblaze,LDA,6,5,3
Backblaze,LDA,6,13,3
Backblaze,LDA,6,7,4
Backblaze,LDA,6,4,4
Backblaze,LDA,6,14,4
Backblaze,LDA,6,8,4
Backblaze,LDA,6,2,4
Backblaze,LDA,6,15,4
Backblaze,LDA,6,0,4
Backblaze,LDA,6,9,4
Backblaze,LDA,6,12,4
Backblaze,LDA,6,16,4
Backblaze,LDA,6,10,4
Backblaze,LDA,6,3,4
Backblaze,LDA,7,1,1
Backblaze,LDA,7,6,2
Backblaze,LDA,7,3,3
Backblaze,LDA,7,5,4
Backblaze,LDA,7,11,5
Backblaze,LDA,7,13,6
Backblaze,LDA,7,2,7
Backblaze,LDA,7,10,7
Backblaze,LDA,7,15,8
Backblaze,LDA,7,8,8
Backblaze,LDA,7,12,8
Backblaze,LDA,7,9,8
Backblaze,LDA,7,16,8
Backblaze,LDA,7,4,8
Backblaze,LDA,7,7,8
Backblaze,LDA,7,0,8
Backblaze,LDA,7,14,8
Backblaze,LDA,8,1,1
Backblaze,LDA,8,6,2
Backblaze,LDA,8,11,2
Backblaze,LDA,8,3,2
Backblaze,LDA,8,14,3
Backblaze,LDA,8,10,3
Backblaze,LDA,8,8,3
Backblaze,LDA,8,7,3
Backblaze,LDA,8,15,4
Backblaze,LDA,8,5,4
Backblaze,LDA,8,0,5
Backblaze,LDA,8,2,5
Backblaze,LDA,8,12,5
Backblaze,LDA,8,9,5
Backblaze,LDA,8,13,5
Backblaze,LDA,8,16,5
Backblaze,LDA,8,4,5
Backblaze,LDA,9,1,1
Backblaze,LDA,9,3,2
Backblaze,LDA,9,5,3
Backblaze,LDA,9,11,4
Backblaze,LDA,9,8,5
Backblaze,LDA,9,6,6
Backblaze,LDA,9,15,6
Backblaze,LDA,9,13,6
Backblaze,LDA,9,4,6
Backblaze,LDA,9,0,6
Backblaze,LDA,9,9,6
Backblaze,LDA,9,16,6
Backblaze,LDA,9,2,6
Backblaze,LDA,9,12,6
Backblaze,LDA,9,14,6
Backblaze,LDA,9,10,6
Backblaze,LDA,9,7,6
Backblaze,LDA,10,1,1
Backblaze,LDA,10,11,2
Backblaze,LDA,10,12,3
Backblaze,LDA,10,7,3
Backblaze,LDA,10,0,3
Backblaze,LDA,10,16,3
Backblaze,LDA,10,8,3
Backblaze,LDA,10,15,3
Backblaze,LDA,10,9,3
Backblaze,LDA,10,2,3
Backblaze,LDA,10,5,3
Backblaze,LDA,10,13,3
Backblaze,LDA,10,4,3
Backblaze,LDA,10,14,4
Backblaze,LDA,10,10,4
Backblaze,LDA,10,6,5
Backblaze,LDA,10,3,6
Backblaze,LDA,11,3,1
Backblaze,LDA,11,1,2
Backblaze,LDA,11,11,3
Backblaze,LDA,11,15,4
Backblaze,LDA,11,6,5
Backblaze,LDA,11,14,6
Backblaze,LDA,11,8,7
Backblaze,LDA,11,10,7
Backblaze,LDA,11,9,7
Backblaze,LDA,11,12,7
Backblaze,LDA,11,0,7
Backblaze,LDA,11,4,7
Backblaze,LDA,11,2,7
Backblaze,LDA,11,16,7
Backblaze,LDA,11,13,7
Backblaze,LDA,11,5,7
Backblaze,LDA,11,7,7
Backblaze,LDA,12,1,1
Backblaze,LDA,12,3,2
Backblaze,LDA,12,11,3
Backblaze,LDA,12,7,4
Backblaze,LDA,12,8,4
Backblaze,LDA,12,12,5
Backblaze,LDA,12,0,5
Backblaze,LDA,12,15,5
Backblaze,LDA,12,5,5
Backblaze,LDA,12,10,5
Backblaze,LDA,12,2,5
Backblaze,LDA,12,6,5
Backblaze,LDA,12,9,5
Backblaze,LDA,12,16,5
Backblaze,LDA,12,13,5
Backblaze,LDA,12,4,5
Backblaze,LDA,12,14,5
Backblaze,LDA,13,1,1
Backblaze,LDA,13,3,2
Backblaze,LDA,13,11,3
Backblaze,LDA,13,6,4
Backblaze,LDA,13,5,4
Backblaze,LDA,13,10,5
Backblaze,LDA,13,14,5
Backblaze,LDA,13,12,6
Backblaze,LDA,13,15,7
Backblaze,LDA,13,13,7
Backblaze,LDA,13,7,7
Backblaze,LDA,13,0,7
Backblaze,LDA,13,8,7
Backblaze,LDA,13,9,7
Backblaze,LDA,13,2,7
Backblaze,LDA,13,16,7
Backblaze,LDA,13,4,7
Backblaze,LDA,14,1,1
Backblaze,LDA,14,3,2
Backblaze,LDA,14,11,3
Backblaze,LDA,14,7,4
Backblaze,LDA,14,5,5
Backblaze,LDA,14,15,6
Backblaze,LDA,14,13,7
Backblaze,LDA,14,8,7
Backblaze,LDA,14,0,7
Backblaze,LDA,14,9,7
Backblaze,LDA,14,12,7
Backblaze,LDA,14,16,7
Backblaze,LDA,14,2,7
Backblaze,LDA,14,10,7
Backblaze,LDA,14,4,7
Backblaze,LDA,14,6,7
Backblaze,LDA,14,14,7
Backblaze,LDA,15,1,1
Backblaze,LDA,15,5,2
Backblaze,LDA,15,11,3
Backblaze,LDA,15,13,4
Backblaze,LDA,15,14,4
Backblaze,LDA,15,6,5
Backblaze,LDA,15,0,5
Backblaze,LDA,15,7,5
Backblaze,LDA,15,10,5
Backblaze,LDA,15,15,5
Backblaze,LDA,15,12,5
Backblaze,LDA,15,2,5
Backblaze,LDA,15,4,5
Backblaze,LDA,15,9,5
Backblaze,LDA,15,16,5
Backblaze,LDA,15,8,5
Backblaze,LDA,15,3,6
Backblaze,LDA,16,1,1
Backblaze,LDA,16,7,2
Backblaze,LDA,16,5,3
Backblaze,LDA,16,11,4
Backblaze,LDA,16,14,5
Backblaze,LDA,16,3,5
Backblaze,LDA,16,0,6
Backblaze,LDA,16,6,6
Backblaze,LDA,16,10,6
Backblaze,LDA,16,12,6
Backblaze,LDA,16,13,6
Backblaze,LDA,16,9,6
Backblaze,LDA,16,4,6
Backblaze,LDA,16,2,6
Backblaze,LDA,16,8,6
Backblaze,LDA,16,15,6
Backblaze,LDA,16,16,6
Backblaze,LDA,17,1,1
Backblaze,LDA,17,8,2
Backblaze,LDA,17,11,3
Backblaze,LDA,17,7,3
Backblaze,LDA,17,9,3
Backblaze,LDA,17,6,3
Backblaze,LDA,17,5,3
Backblaze,LDA,17,14,4
Backblaze,LDA,17,12,4
Backblaze,LDA,17,15,4
Backblaze,LDA,17,2,4
Backblaze,LDA,17,10,4
Backblaze,LDA,17,0,4
Backblaze,LDA,17,13,4
Backblaze,LDA,17,16,4
Backblaze,LDA,17,4,4
Backblaze,LDA,17,3,4
Backblaze,LDA,18,1,1
Backblaze,LDA,18,8,2
Backblaze,LDA,18,5,3
Backblaze,LDA,18,7,4
Backblaze,LDA,18,11,5
Backblaze,LDA,18,6,5
Backblaze,LDA,18,14,6
Backblaze,LDA,18,12,6
Backblaze,LDA,18,3,6
Backblaze,LDA,18,15,7
Backblaze,LDA,18,13,7
Backblaze,LDA,18,0,7
Backblaze,LDA,18,4,7
Backblaze,LDA,18,2,7
Backblaze,LDA,18,16,7
Backblaze,LDA,18,9,7
Backblaze,LDA,18,10,7
Backblaze,LDA,19,1,1
Backblaze,LDA,19,8,2
Backblaze,LDA,19,11,3
Backblaze,LDA,19,3,4
Backblaze,LDA,19,5,5
Backblaze,LDA,19,0,6
Backblaze,LDA,19,6,7
Backblaze,LDA,19,15,8
Backblaze,LDA,19,14,8
Backblaze,LDA,19,13,8
Backblaze,LDA,19,12,8
Backblaze,LDA,19,16,8
Backblaze,LDA,19,10,8
Backblaze,LDA,19,4,8
Backblaze,LDA,19,2,8
Backblaze,LDA,19,9,8
Backblaze,LDA,19,7,9
Backblaze,LDA,20,1,1
Backblaze,LDA,20,11,2
Backblaze,LDA,20,8,3
Backblaze,LDA,20,12,3
Backblaze,LDA,20,7,3
Backblaze,LDA,20,5,3
Backblaze,LDA,20,3,3
Backblaze,LDA,20,0,4
Backblaze,LDA,20,6,4
Backblaze,LDA,20,13,4
Backblaze,LDA,20,14,4
Backblaze,LDA,20,15,4
Backblaze,LDA,20,2,4
Backblaze,LDA,20,16,4
Backblaze,LDA,20,9,4
Backblaze,LDA,20,4,4
Backblaze,LDA,20,10,4
Backblaze,LDA,21,1,1
Backblaze,LDA,21,8,2
Backblaze,LDA,21,11,3
Backblaze,LDA,21,7,4
Backblaze,LDA,21,15,5
Backblaze,LDA,21,5,5
Backblaze,LDA,21,13,6
Backblaze,LDA,21,9,6
Backblaze,LDA,21,12,6
Backblaze,LDA,21,16,6
Backblaze,LDA,21,2,6
Backblaze,LDA,21,4,6
Backblaze,LDA,21,0,6
Backblaze,LDA,21,10,7
Backblaze,LDA,21,14,7
Backblaze,LDA,21,3,7
Backblaze,LDA,21,6,8
Backblaze,LDA,22,1,1
Backblaze,LDA,22,7,2
Backblaze,LDA,22,11,3
Backblaze,LDA,22,8,4
Backblaze,LDA,22,3,5
Backblaze,LDA,22,14,5
Backblaze,LDA,22,5,6
Backblaze,LDA,22,10,7
Backblaze,LDA,22,12,7
Backblaze,LDA,22,15,7
Backblaze,LDA,22,0,7
Backblaze,LDA,22,13,7
Backblaze,LDA,22,9,7
Backblaze,LDA,22,16,7
Backblaze,LDA,22,2,7
Backblaze,LDA,22,4,7
Backblaze,LDA,22,6,8
Backblaze,LDA,23,1,1
Backblaze,LDA,23,8,2
Backblaze,LDA,23,11,2
Backblaze,LDA,23,4,2
Backblaze,LDA,23,7,3
Backblaze,LDA,23,13,3
Backblaze,LDA,23,0,3
Backblaze,LDA,23,15,3
Backblaze,LDA,23,5,3
Backblaze,LDA,23,14,3
Backblaze,LDA,23,10,3
Backblaze,LDA,23,9,3
Backblaze,LDA,23,16,3
Backblaze,LDA,23,2,3
Backblaze,LDA,23,12,3
Backblaze,LDA,23,3,3
Backblaze,LDA,23,6,3
Backblaze,LDA,24,3,1
Backblaze,LDA,24,1,2
Backblaze,LDA,24,7,3
Backblaze,LDA,24,8,4
Backblaze,LDA,24,11,5
Backblaze,LDA,24,6,6
Backblaze,LDA,24,5,7
Backblaze,LDA,24,12,8
Backblaze,LDA,24,14,8
Backblaze,LDA,24,15,8
Backblaze,LDA,24,9,9
Backblaze,LDA,24,2,9
Backblaze,LDA,24,13,9
Backblaze,LDA,24,0,9
Backblaze,LDA,24,16,9
Backblaze,LDA,24,4,9
Backblaze,LDA,24,10,10
Backblaze,LDA,25,1,1
Backblaze,LDA,25,11,2
Backblaze,LDA,25,8,2
Backblaze,LDA,25,3,3
Backblaze,LDA,25,5,4
Backblaze,LDA,25,7,4
Backblaze,LDA,25,12,5
Backblaze,LDA,25,6,6
Backblaze,LDA,25,15,7
Backblaze,LDA,25,10,8
Backblaze,LDA,25,0,8
Backblaze,LDA,25,9,8
Backblaze,LDA,25,16,8
Backblaze,LDA,25,2,8
Backblaze,LDA,25,13,8
Backblaze,LDA,25,4,8
Backblaze,LDA,25,14,8
Backblaze,LDA,26,8,1
Backblaze,LDA,26,1,2
Backblaze,LDA,26,11,3
Backblaze,LDA,26,13,4
Backblaze,LDA,26,15,4
Backblaze,LDA,26,10,5
Backblaze,LDA,26,5,5
Backblaze,LDA,26,12,5
Backblaze,LDA,26,0,5
Backblaze,LDA,26,9,5
Backblaze,LDA,26,16,5
Backblaze,LDA,26,2,5
Backblaze,LDA,26,4,5
Backblaze,LDA,26,7,6
Backblaze,LDA,26,14,6
Backblaze,LDA,26,6,6
Backblaze,LDA,26,3,7
Backblaze,LDA,27,1,1
Backblaze,LDA,27,7,2
Backblaze,LDA,27,11,3
Backblaze,LDA,27,8,3
Backblaze,LDA,27,5,3
Backblaze,LDA,27,3,3
Backblaze,LDA,27,14,4
Backblaze,LDA,27,12,5
Backblaze,LDA,27,15,6
Backblaze,LDA,27,13,6
Backblaze,LDA,27,10,6
Backblaze,LDA,27,16,6
Backblaze,LDA,27,9,6
Backblaze,LDA,27,2,6
Backblaze,LDA,27,4,6
Backblaze,LDA,27,0,6
Backblaze,LDA,27,6,7
Backblaze,LDA,28,1,1
Backblaze,LDA,28,7,2
Backblaze,LDA,28,8,3
Backblaze,LDA,28,3,4
Backblaze,LDA,28,11,5
Backblaze,LDA,28,5,6
Backblaze,LDA,28,6,7
Backblaze,LDA,28,13,7
Backblaze,LDA,28,14,7
Backblaze,LDA,28,15,8
Backblaze,LDA,28,16,8
Backblaze,LDA,28,9,8
Backblaze,LDA,28,2,8
Backblaze,LDA,28,0,8
Backblaze,LDA,28,4,8
Backblaze,LDA,28,10,8
Backblaze,LDA,28,12,8
Backblaze,LDA,29,1,1
Backblaze,LDA,29,7,2
Backblaze,LDA,29,11,3
Backblaze,LDA,29,5,4
Backblaze,LDA,29,3,5
Backblaze,LDA,29,8,6
Backblaze,LDA,29,13,7
Backblaze,LDA,29,14,8
Backblaze,LDA,29,12,9
Backblaze,LDA,29,15,10
Backblaze,LDA,29,0,10
Backblaze,LDA,29,9,10
Backblaze,LDA,29,2,10
Backblaze,LDA,29,10,10
Backblaze,LDA,29,16,10
Backblaze,LDA,29,4,10
Backblaze,LDA,29,6,10
Backblaze,LDA,30,1,1
Backblaze,LDA,30,8,2
Backblaze,LDA,30,3,3
Backblaze,LDA,30,6,3
Backblaze,LDA,30,7,4
